c	F_rep (kT)
1.00	0.0000	11.0000
0.95	54.7210	11.0000
0.90	110.9591	11.0000
0.85	168.4938	12.0000
0.80	224.9797	12.0000
0.75	283.0702	12.0000
0.70	342.8282	12.0000
0.65	403.4877	13.0000
0.60	463.4038	13.0000
0.55	525.0516	13.0000
0.50	588.4872	13.0000
0.45	650.2688	14.0000
0.40	713.6599	14.0000
0.35	778.6607	15.0000
0.30	841.7764	15.0000
0.25	906.6532	15.0000
0.20	971.5377	16.0000
0.15	1035.8134	16.0000
0.10	1101.6806	17.0000
0.05	1165.0571	17.0000
0.00	1230.0665	17.0000
