c	F_rep (kT)
1.00	0.0000	6.0000
0.95	11.9681	6.0000
0.90	24.2006	7.0000
0.85	36.9211	7.0000
0.80	50.3145	7.0000
0.75	64.4395	7.0000
0.70	78.9343	8.0000
0.65	94.0709	8.0000
0.60	110.0802	8.0000
0.55	126.3989	9.0000
0.50	143.5365	9.0000
0.45	161.1093	10.0000
0.40	179.3287	10.0000
0.35	197.7579	11.0000
0.30	216.6982	12.0000
0.25	235.7774	12.0000
0.20	254.8539	13.0000
0.15	273.9684	14.0000
0.10	292.9544	15.0000
0.05	311.6617	16.0000
0.00	329.9544	17.0000
