c	F_rep (kT)
1.00	0.0000	1.0000
0.95	170.5172	1.0000
0.90	354.4468	1.0000
0.85	551.2678	2.0000
0.80	764.0375	2.0000
0.75	999.1875	2.0000
0.70	1262.2901	2.0000
0.65	1561.4051	2.0000
0.60	1908.8182	2.0000
0.55	2324.2788	2.0000
0.50	2837.3219	3.0000
0.45	3451.6201	3.0000
0.40	4161.5976	4.0000
0.35	4923.6213	5.0000
0.30	5709.2823	6.0000
0.25	6500.3020	7.0000
0.20	7282.5763	9.0000
0.15	8036.4204	10.0000
0.10	8746.5034	13.0000
0.05	9401.6900	15.0000
0.00	9986.0444	18.0000
