c	F_rep (kT)
1.00	0.0000	1.0000
0.95	169.0107	1.0000
0.90	351.0271	1.0000
0.85	548.2632	1.0000
0.80	763.5162	1.0000
0.75	1000.4159	1.0000
0.70	1263.7680	1.0000
0.65	1559.9492	1.0000
0.60	1897.3600	1.0000
0.55	2286.2809	1.0000
0.50	2736.6466	1.0000
0.45	3252.9083	1.0000
0.40	3830.6269	1.0000
0.35	4459.8377	1.0000
0.30	5130.2890	1.0000
0.25	5833.5659	1.0000
0.20	6563.3093	1.0000
0.15	7314.6938	1.0000
0.10	8084.0827	1.0000
0.05	8868.6810	1.0000
0.00	9666.2936	1.0000
