c	F_rep (kT)
1.00	0.0000	7.0000
0.95	104.7213	7.0000
0.90	212.1401	8.0000
0.85	323.6469	8.0000
0.80	441.4101	8.0000
0.75	564.9221	9.0000
0.70	691.4374	9.0000
0.65	825.8407	9.0000
0.60	964.2050	10.0000
0.55	1109.4354	10.0000
0.50	1258.5909	11.0000
0.45	1414.4875	12.0000
0.40	1572.3576	12.0000
0.35	1733.8006	13.0000
0.30	1897.7509	14.0000
0.25	2062.5195	15.0000
0.20	2226.5115	16.0000
0.15	2388.2282	17.0000
0.10	2546.2674	18.0000
0.05	2699.3229	19.0000
0.00	2846.1812	20.0000
