c	F_rep (kT)
1.00	0.0000	2.0000
0.95	9.6421	2.0000
0.90	19.5458	2.0000
0.85	29.5277	3.0000
0.80	39.6838	3.0000
0.75	50.1129	3.0000
0.70	60.8204	3.0000
0.65	71.8108	3.0000
0.60	83.0878	3.0000
0.55	94.6541	3.0000
0.50	106.5116	3.0000
0.45	118.6609	3.0000
0.40	131.1020	3.0000
0.35	143.8334	3.0000
0.30	156.8530	3.0000
0.25	170.1574	3.0000
0.20	183.7427	3.0000
0.15	197.4034	4.0000
0.10	211.1248	4.0000
0.05	225.1028	4.0000
0.00	239.3310	4.0000
