c	F_rep (kT)
1.00	0.0000	18.0000
0.95	9.0764	18.0000
0.90	18.2237	18.0000
0.85	27.1427	19.0000
0.80	35.6693	19.0000
0.75	44.2617	19.0000
0.70	52.9209	19.0000
0.65	61.6481	19.0000
0.60	70.4442	19.0000
0.55	79.3104	19.0000
0.50	88.2478	19.0000
0.45	97.2575	19.0000
0.40	106.3408	19.0000
0.35	115.4988	19.0000
0.30	124.7328	19.0000
0.25	133.6507	20.0000
0.20	142.1996	20.0000
0.15	150.8183	20.0000
0.10	159.5079	20.0000
0.05	168.2696	20.0000
0.00	177.1047	20.0000
