c	F_rep (kT)
1.00	0.0000	1.0000
0.95	140.4402	1.0000
0.90	288.5322	1.0000
0.85	444.9673	1.0000
0.80	610.4885	1.0000
0.75	785.8760	1.0000
0.70	971.9002	1.0000
0.65	1169.3243	1.0000
0.60	1378.8268	1.0000
0.55	1600.9554	1.0000
0.50	1836.0602	1.0000
0.45	2084.2663	1.0000
0.40	2345.4481	1.0000
0.35	2619.2612	1.0000
0.30	2905.1864	1.0000
0.25	3202.5203	1.0000
0.20	3510.4501	1.0000
0.15	3828.2344	1.0000
0.10	4155.0815	1.0000
0.05	4490.2706	1.0000
0.00	4833.1120	1.0000
