c	F_rep (kT)
1.00	0.0000	1.0000
0.95	169.0098	1.0000
0.90	351.0268	1.0000
0.85	548.2576	1.0000
0.80	763.5061	1.0000
0.75	1000.4069	1.0000
0.70	1263.7581	1.0000
0.65	1559.9365	1.0000
0.60	1897.3379	1.0000
0.55	2286.2500	1.0000
0.50	2736.6172	1.0000
0.45	3252.8685	1.0000
0.40	3830.5631	1.0000
0.35	4459.7592	1.0000
0.30	5130.1910	1.0000
0.25	5833.4547	1.0000
0.20	6563.1793	1.0000
0.15	7314.5545	1.0000
0.10	8083.9379	1.0000
0.05	8868.5138	1.0000
0.00	9666.1168	1.0000
