c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.1127	20.0000
0.90	0.2255	20.0000
0.85	0.3385	20.0000
0.80	0.4515	20.0000
0.75	0.5647	20.0000
0.70	0.6780	20.0000
0.65	0.7915	20.0000
0.60	0.9050	20.0000
0.55	1.0187	20.0000
0.50	1.1325	20.0000
0.45	1.2464	20.0000
0.40	1.3604	20.0000
0.35	1.4746	20.0000
0.30	1.5889	20.0000
0.25	1.7033	20.0000
0.20	1.8178	20.0000
0.15	1.9324	20.0000
0.10	2.0472	20.0000
0.05	2.1621	20.0000
0.00	2.2771	20.0000
