c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.8086	1.0000
0.90	361.7892	1.0000
0.85	566.6035	1.0000
0.80	791.8059	1.0000
0.75	1042.3110	1.0000
0.70	1325.2698	1.0000
0.65	1651.8438	1.0000
0.60	2041.5101	1.0000
0.55	2535.8295	1.0000
0.50	3282.8970	1.0000
0.45	4611.2783	1.0000
0.40	6195.1190	1.0000
0.35	7886.1527	1.0000
0.30	9642.5954	1.0000
0.25	11444.7776	1.0000
0.20	13248.3740	2.0000
0.15	15047.7666	3.0000
0.10	16811.1364	4.0000
0.05	18509.8321	6.0000
0.00	20099.8226	9.0000
