c	F_rep (kT)
1.00	0.0000	10.0000
0.95	8.4128	10.0000
0.90	17.1648	10.0000
0.85	26.2808	10.0000
0.80	35.3384	11.0000
0.75	44.7803	11.0000
0.70	54.6272	12.0000
0.65	64.4078	12.0000
0.60	74.6360	12.0000
0.55	84.9945	13.0000
0.50	95.5855	13.0000
0.45	106.3546	14.0000
0.40	117.2872	14.0000
0.35	128.2761	15.0000
0.30	139.5074	15.0000
0.25	150.5163	16.0000
0.20	161.6483	17.0000
0.15	172.8039	17.0000
0.10	183.6110	18.0000
0.05	194.3120	19.0000
0.00	204.8215	20.0000
