c	F_rep (kT)
1.00	0.0000	1.0000
0.95	160.9018	1.0000
0.90	333.0542	1.0000
0.85	518.0436	1.0000
0.80	717.7759	1.0000
0.75	934.5229	1.0000
0.70	1170.9612	1.0000
0.65	1430.1570	1.0000
0.60	1715.4085	1.0000
0.55	2029.8730	1.0000
0.50	2375.9239	1.0000
0.45	2754.4560	1.0000
0.40	3164.5745	1.0000
0.35	3603.9072	1.0000
0.30	4069.2976	1.0000
0.25	4557.4480	1.0000
0.20	5065.2908	1.0000
0.15	5590.1485	1.0000
0.10	6129.7326	1.0000
0.05	6682.1548	1.0000
0.00	7245.8343	1.0000
