c	F_rep (kT)
1.00	0.0000	1.0000
0.95	172.0682	1.0000
0.90	357.8509	1.0000
0.85	559.8816	1.0000
0.80	781.3957	1.0000
0.75	1026.8012	1.0000
0.70	1302.2113	1.0000
0.65	1616.6045	1.0000
0.60	1983.6673	1.0000
0.55	2424.7458	1.0000
0.50	2968.8289	1.0000
0.45	3633.0206	1.0000
0.40	4400.2330	1.0000
0.35	5241.4487	1.0000
0.30	6135.3343	1.0000
0.25	7068.2022	1.0000
0.20	8031.0973	1.0000
0.15	9017.8783	1.0000
0.10	10024.1218	1.0000
0.05	11046.6014	1.0000
0.00	12082.7987	1.0000
