c	F_rep (kT)
1.00	0.0000	2.0000
0.95	160.2461	2.0000
0.90	332.3531	2.0000
0.85	518.2273	2.0000
0.80	718.1359	3.0000
0.75	933.0815	3.0000
0.70	1170.4947	3.0000
0.65	1435.4108	3.0000
0.60	1734.4096	3.0000
0.55	2075.3487	4.0000
0.50	2454.1382	4.0000
0.45	2886.1963	4.0000
0.40	3355.3785	5.0000
0.35	3857.9459	6.0000
0.30	4379.7485	7.0000
0.25	4909.8575	8.0000
0.20	5439.8965	9.0000
0.15	5962.5765	11.0000
0.10	6466.0116	12.0000
0.05	6945.8866	14.0000
0.00	7394.4155	16.0000
