c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.6147	1.0000
0.90	361.3587	1.0000
0.85	565.8720	1.0000
0.80	790.6699	1.0000
0.75	1040.6159	1.0000
0.70	1322.7369	1.0000
0.65	1647.9191	1.0000
0.60	2034.8334	1.0000
0.55	2521.3834	1.0000
0.50	3206.3955	1.0000
0.45	4212.9570	1.0000
0.40	5418.0024	1.0000
0.35	6722.6579	1.0000
0.30	8089.2582	1.0000
0.25	9498.7147	1.0000
0.20	10940.3193	1.0000
0.15	12406.9080	1.0000
0.10	13893.9472	1.0000
0.05	15397.7544	1.0000
0.00	16915.6964	1.0000
