c	F_rep (kT)
1.00	0.0000	1.0000
0.95	172.0723	1.0000
0.90	357.8702	1.0000
0.85	559.9036	1.0000
0.80	781.4065	1.0000
0.75	1026.7894	1.0000
0.70	1302.1838	1.0000
0.65	1616.5607	1.0000
0.60	1983.5951	1.0000
0.55	2424.6088	1.0000
0.50	2968.5554	1.0000
0.45	3632.5031	1.0000
0.40	4399.3874	1.0000
0.35	5240.2511	1.0000
0.30	6133.7604	1.0000
0.25	7066.2460	1.0000
0.20	8028.7528	1.0000
0.15	9015.1336	1.0000
0.10	10020.9935	1.0000
0.05	11043.0899	1.0000
0.00	12078.9072	1.0000
