c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.1668	1.0000
0.90	360.3403	1.0000
0.85	564.1213	1.0000
0.80	787.9456	1.0000
0.75	1036.5305	1.0000
0.70	1316.6285	1.0000
0.65	1638.5041	1.0000
0.60	2019.0925	1.0000
0.55	2489.5432	1.0000
0.50	3109.0445	1.0000
0.45	3926.8977	1.0000
0.40	4893.9165	1.0000
0.35	5950.9335	1.0000
0.30	7066.7963	1.0000
0.25	8224.5583	1.0000
0.20	9413.9516	1.0000
0.15	10628.2181	1.0000
0.10	11846.3087	2.0000
0.05	13064.6498	2.0000
0.00	14283.5064	3.0000
