c	F_rep (kT)
1.00	0.0000	11.0000
0.95	65.2631	11.0000
0.90	132.8784	11.0000
0.85	200.8735	12.0000
0.80	269.9246	12.0000
0.75	341.6197	12.0000
0.70	414.3260	13.0000
0.65	487.5758	13.0000
0.60	563.7667	13.0000
0.55	639.4722	14.0000
0.50	717.2375	14.0000
0.45	795.8614	15.0000
0.40	875.0021	15.0000
0.35	955.1964	16.0000
0.30	1035.4121	16.0000
0.25	1115.8066	17.0000
0.20	1196.6920	17.0000
0.15	1275.8957	18.0000
0.10	1355.7911	19.0000
0.05	1433.5614	19.0000
0.00	1509.9489	20.0000
