c	F_rep (kT)
1.00	0.0000	9.0000
0.95	48.3710	9.0000
0.90	97.6814	9.0000
0.85	147.9511	9.0000
0.80	198.9987	10.0000
0.75	248.9843	10.0000
0.70	299.9328	10.0000
0.65	351.8602	10.0000
0.60	404.7815	10.0000
0.55	458.7108	10.0000
0.50	512.8511	11.0000
0.45	566.2912	11.0000
0.40	620.7189	11.0000
0.35	676.1428	11.0000
0.30	732.5696	11.0000
0.25	788.7360	12.0000
0.20	844.4192	12.0000
0.15	901.0652	12.0000
0.10	958.6755	12.0000
0.05	1016.5922	13.0000
0.00	1073.2088	13.0000
