c	F_rep (kT)
1.00	0.0000	2.0000
0.95	17.0469	2.0000
0.90	35.2425	2.0000
0.85	54.7400	2.0000
0.80	75.7201	2.0000
0.75	98.3942	2.0000
0.70	123.0058	2.0000
0.65	149.8269	2.0000
0.60	179.1425	2.0000
0.55	211.2191	2.0000
0.50	246.2556	2.0000
0.45	284.0096	3.0000
0.40	323.8908	3.0000
0.35	366.4876	3.0000
0.30	411.5553	3.0000
0.25	458.1958	4.0000
0.20	505.9606	4.0000
0.15	555.3879	4.0000
0.10	604.7570	5.0000
0.05	655.1413	6.0000
0.00	705.2644	6.0000
