c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.3076	1.0000
0.90	40.1885	1.0000
0.85	62.9387	1.0000
0.80	87.9521	1.0000
0.75	115.7732	1.0000
0.70	147.1929	1.0000
0.65	183.4457	1.0000
0.60	226.6762	1.0000
0.55	281.4086	1.0000
0.50	362.1746	1.0000
0.45	494.5327	1.0000
0.40	652.9461	1.0000
0.35	822.8826	1.0000
0.30	999.8159	1.0000
0.25	1181.6010	1.0000
0.20	1367.0031	1.0000
0.15	1555.2304	1.0000
0.10	1745.3323	2.0000
0.05	1932.6839	2.0000
0.00	2118.7421	3.0000
