c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.1796	20.0000
0.90	0.3594	20.0000
0.85	0.5396	20.0000
0.80	0.7201	20.0000
0.75	0.9009	20.0000
0.70	1.0820	20.0000
0.65	1.2634	20.0000
0.60	1.4451	20.0000
0.55	1.6271	20.0000
0.50	1.8094	20.0000
0.45	1.9920	20.0000
0.40	2.1750	20.0000
0.35	2.3582	20.0000
0.30	2.5418	20.0000
0.25	2.7256	20.0000
0.20	2.9098	20.0000
0.15	3.0944	20.0000
0.10	3.2792	20.0000
0.05	3.4643	20.0000
0.00	3.6498	20.0000
