c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.7650	1.0000
0.90	361.6857	1.0000
0.85	566.4243	1.0000
0.80	791.5248	1.0000
0.75	1041.8873	1.0000
0.70	1324.6321	1.0000
0.65	1650.8513	1.0000
0.60	2039.8106	1.0000
0.55	2532.0733	1.0000
0.50	3256.3334	1.0000
0.45	4434.6112	1.0000
0.40	5845.4401	1.0000
0.35	7360.1059	1.0000
0.30	8938.0057	1.0000
0.25	10559.8374	1.0000
0.20	12214.4819	1.0000
0.15	13885.8098	2.0000
0.10	15541.9998	2.0000
0.05	17184.9424	3.0000
0.00	18794.4602	4.0000
