c	F_rep (kT)
1.00	0.0000	1.0000
0.95	140.4412	1.0000
0.90	288.5273	1.0000
0.85	444.9643	1.0000
0.80	610.4850	1.0000
0.75	785.8672	1.0000
0.70	971.8869	1.0000
0.65	1169.3075	1.0000
0.60	1378.8078	1.0000
0.55	1600.9369	1.0000
0.50	1836.0359	1.0000
0.45	2084.2322	1.0000
0.40	2345.3941	1.0000
0.35	2619.1906	1.0000
0.30	2905.1125	1.0000
0.25	3202.5216	1.0000
0.20	3510.4610	1.0000
0.15	3828.2481	1.0000
0.10	4155.1115	1.0000
0.05	4490.3199	1.0000
0.00	4833.1804	1.0000
