c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.1013	1.0000
0.90	360.1945	1.0000
0.85	563.8699	1.0000
0.80	787.5568	1.0000
0.75	1035.9513	1.0000
0.70	1315.7683	1.0000
0.65	1637.1898	1.0000
0.60	2016.9411	1.0000
0.55	2485.4718	1.0000
0.50	3099.3916	1.0000
0.45	3904.9322	1.0000
0.40	4856.2787	1.0000
0.35	5896.9088	1.0000
0.30	6996.3509	1.0000
0.25	8137.8517	1.0000
0.20	9296.4213	2.0000
0.15	10463.0651	2.0000
0.10	11639.7976	3.0000
0.05	12810.0724	3.0000
0.00	13962.0557	4.0000
