c	F_rep (kT)
1.00	0.0000	10.0000
0.95	4.8675	10.0000
0.90	9.8247	10.0000
0.85	14.8734	10.0000
0.80	20.0156	10.0000
0.75	25.2529	10.0000
0.70	30.4361	11.0000
0.65	35.6189	11.0000
0.60	40.8963	11.0000
0.55	46.2696	11.0000
0.50	51.7403	11.0000
0.45	57.2731	12.0000
0.40	62.6691	12.0000
0.35	68.1600	12.0000
0.30	73.7468	12.0000
0.25	79.4301	12.0000
0.20	85.0900	13.0000
0.15	90.6732	13.0000
0.10	96.3490	13.0000
0.05	102.1176	13.0000
0.00	107.9089	14.0000
