c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.0222	20.0000
0.90	0.0444	20.0000
0.85	0.0666	20.0000
0.80	0.0889	20.0000
0.75	0.1111	20.0000
0.70	0.1333	20.0000
0.65	0.1556	20.0000
0.60	0.1778	20.0000
0.55	0.2000	20.0000
0.50	0.2223	20.0000
0.45	0.2446	20.0000
0.40	0.2668	20.0000
0.35	0.2891	20.0000
0.30	0.3113	20.0000
0.25	0.3336	20.0000
0.20	0.3559	20.0000
0.15	0.3782	20.0000
0.10	0.4005	20.0000
0.05	0.4228	20.0000
0.00	0.4451	20.0000
