c	F_rep (kT)
1.00	0.0000	1.0000
0.95	160.9309	1.0000
0.90	333.1054	1.0000
0.85	518.1176	1.0000
0.80	717.8862	1.0000
0.75	934.6780	1.0000
0.70	1171.1679	1.0000
0.65	1430.4344	1.0000
0.60	1715.7790	1.0000
0.55	2030.3648	1.0000
0.50	2376.5715	1.0000
0.45	2755.2968	1.0000
0.40	3165.6484	1.0000
0.35	3605.2388	1.0000
0.30	4070.9139	1.0000
0.25	4559.3634	1.0000
0.20	5067.5155	1.0000
0.15	5592.6694	1.0000
0.10	6132.5446	1.0000
0.05	6685.2993	1.0000
0.00	7249.3033	1.0000
