c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.1177	1.0000
0.90	39.7619	1.0000
0.85	62.2089	1.0000
0.80	86.8208	1.0000
0.75	114.0854	1.0000
0.70	144.6848	1.0000
0.65	179.6142	1.0000
0.60	220.3933	1.0000
0.55	269.3931	1.0000
0.50	329.8282	1.0000
0.45	403.5940	1.0000
0.40	488.7950	1.0000
0.35	582.2143	1.0000
0.30	681.4824	1.0000
0.25	785.0821	1.0000
0.20	892.0189	1.0000
0.15	1001.6084	1.0000
0.10	1113.3641	1.0000
0.05	1226.9187	1.0000
0.00	1341.9998	1.0000
