c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.1516	1.0000
0.90	39.8390	1.0000
0.85	62.3433	1.0000
0.80	87.0345	1.0000
0.75	114.4165	1.0000
0.70	145.2043	1.0000
0.65	180.4720	1.0000
0.60	221.9650	1.0000
0.55	272.4611	2.0000
0.50	337.2973	2.0000
0.45	424.2724	2.0000
0.40	526.0177	3.0000
0.35	635.3400	4.0000
0.30	747.5661	5.0000
0.25	860.0351	6.0000
0.20	969.7552	8.0000
0.15	1074.7258	10.0000
0.10	1172.4465	13.0000
0.05	1260.6359	16.0000
0.00	1337.0317	19.0000
