c	F_rep (kT)
1.00	0.0000	1.0000
0.95	171.8203	1.0000
0.90	357.3400	1.0000
0.85	559.0407	1.0000
0.80	780.1788	1.0000
0.75	1025.1676	1.0000
0.70	1300.2245	1.0000
0.65	1614.5809	1.0000
0.60	1973.1825	2.0000
0.55	2408.6023	2.0000
0.50	2966.7295	2.0000
0.45	3691.0325	2.0000
0.40	4518.4115	3.0000
0.35	5413.3265	4.0000
0.30	6336.6197	5.0000
0.25	7265.3249	7.0000
0.20	8170.9262	8.0000
0.15	9042.1753	10.0000
0.10	9858.2253	13.0000
0.05	10601.1588	16.0000
0.00	11250.8313	19.0000
