c	F_rep (kT)
1.00	0.0000	1.0000
0.95	93.0334	1.0000
0.90	188.7237	1.0000
0.85	287.1475	1.0000
0.80	388.3775	1.0000
0.75	492.4794	1.0000
0.70	599.5136	1.0000
0.65	709.5294	1.0000
0.60	822.5681	1.0000
0.55	938.6578	1.0000
0.50	1057.8186	1.0000
0.45	1180.0552	1.0000
0.40	1305.3622	1.0000
0.35	1433.7205	1.0000
0.30	1565.1019	1.0000
0.25	1699.4646	1.0000
0.20	1836.7596	1.0000
0.15	1976.9263	1.0000
0.10	2119.8982	1.0000
0.05	2265.6041	1.0000
0.00	2413.9636	1.0000
