c	F_rep (kT)
1.00	0.0000	5.0000
0.95	11.7641	5.0000
0.90	24.0446	5.0000
0.85	36.8767	5.0000
0.80	50.1527	6.0000
0.75	63.7145	6.0000
0.70	77.9101	6.0000
0.65	92.7727	6.0000
0.60	108.3323	6.0000
0.55	124.1808	7.0000
0.50	140.5791	7.0000
0.45	157.7007	7.0000
0.40	175.2356	8.0000
0.35	193.0996	8.0000
0.30	211.6518	8.0000
0.25	230.2012	9.0000
0.20	249.2967	9.0000
0.15	268.4053	10.0000
0.10	287.8711	10.0000
0.05	307.1457	11.0000
0.00	326.6360	12.0000
