c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.2072	1.0000
0.90	39.9625	1.0000
0.85	62.5514	1.0000
0.80	87.3505	1.0000
0.75	114.8741	1.0000
0.70	145.8543	1.0000
0.65	181.3926	1.0000
0.60	223.2739	1.0000
0.55	274.6595	1.0000
0.50	341.1215	1.0000
0.45	427.0170	1.0000
0.40	528.1423	1.0000
0.35	638.9639	1.0000
0.30	753.1951	2.0000
0.25	871.9189	2.0000
0.20	991.9456	3.0000
0.15	1112.6336	4.0000
0.10	1232.0489	5.0000
0.05	1348.9678	6.0000
0.00	1461.8905	8.0000
