c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.2415	1.0000
0.90	40.0459	1.0000
0.85	62.6954	1.0000
0.80	87.5749	1.0000
0.75	115.2096	1.0000
0.70	146.3506	1.0000
0.65	182.1446	1.0000
0.60	224.4877	1.0000
0.55	276.8906	1.0000
0.50	346.1364	1.0000
0.45	437.9668	1.0000
0.40	546.6583	1.0000
0.35	665.3864	1.0000
0.30	790.6610	1.0000
0.25	920.5901	1.0000
0.20	1054.0256	1.0000
0.15	1190.2131	1.0000
0.10	1328.6298	1.0000
0.05	1468.8981	1.0000
0.00	1610.7314	1.0000
