c	F_rep (kT)
1.00	0.0000	1.0000
0.95	172.0410	1.0000
0.90	357.8185	1.0000
0.85	559.8120	1.0000
0.80	781.2765	1.0000
0.75	1026.5996	1.0000
0.70	1301.9148	1.0000
0.65	1616.1586	1.0000
0.60	1982.9609	1.0000
0.55	2423.5274	1.0000
0.50	2966.5266	1.0000
0.45	3628.8169	1.0000
0.40	4393.5453	1.0000
0.35	5232.0562	1.0000
0.30	6123.1330	1.0000
0.25	7053.1480	1.0000
0.20	8013.1745	1.0000
0.15	8997.0620	1.0000
0.10	10000.4283	1.0000
0.05	11020.0222	1.0000
0.00	12053.3641	1.0000
