c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.8288	1.0000
0.90	361.8326	1.0000
0.85	566.6822	1.0000
0.80	791.9323	1.0000
0.75	1042.5080	1.0000
0.70	1325.5655	1.0000
0.65	1652.3009	1.0000
0.60	2042.3031	1.0000
0.55	2537.5736	1.0000
0.50	3295.9145	1.0000
0.45	4704.5697	1.0000
0.40	6376.3642	1.0000
0.35	8153.5189	1.0000
0.30	9993.9723	1.0000
0.25	11878.1601	1.0000
0.20	13794.8967	1.0000
0.15	15737.0169	1.0000
0.10	17699.5784	1.0000
0.05	19679.0351	1.0000
0.00	21621.7807	2.0000
