c	F_rep (kT)
1.00	0.0000	15.0000
0.95	3.1615	15.0000
0.90	6.2074	16.0000
0.85	9.2760	16.0000
0.80	12.4036	16.0000
0.75	15.5923	16.0000
0.70	18.8441	16.0000
0.65	21.9855	17.0000
0.60	25.1322	17.0000
0.55	28.3423	17.0000
0.50	31.6180	17.0000
0.45	34.9050	18.0000
0.40	38.0627	18.0000
0.35	41.2856	18.0000
0.30	44.5760	18.0000
0.25	47.9047	19.0000
0.20	51.0615	19.0000
0.15	54.2850	19.0000
0.10	57.5772	19.0000
0.05	60.8415	20.0000
0.00	63.9817	20.0000
