c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.0712	20.0000
0.90	0.1424	20.0000
0.85	0.2136	20.0000
0.80	0.2849	20.0000
0.75	0.3562	20.0000
0.70	0.4276	20.0000
0.65	0.4991	20.0000
0.60	0.5706	20.0000
0.55	0.6421	20.0000
0.50	0.7137	20.0000
0.45	0.7853	20.0000
0.40	0.8570	20.0000
0.35	0.9287	20.0000
0.30	1.0005	20.0000
0.25	1.0723	20.0000
0.20	1.1442	20.0000
0.15	1.2161	20.0000
0.10	1.2881	20.0000
0.05	1.3601	20.0000
0.00	1.4322	20.0000
