c	F_rep (kT)
1.00	0.0000	2.0000
0.95	18.2152	2.0000
0.90	37.8277	2.0000
0.85	59.0743	2.0000
0.80	82.2578	2.0000
0.75	107.7742	2.0000
0.70	136.1529	2.0000
0.65	168.1175	2.0000
0.60	204.6693	2.0000
0.55	247.1533	2.0000
0.50	296.1835	3.0000
0.45	352.5473	3.0000
0.40	416.3508	3.0000
0.35	483.9954	4.0000
0.30	555.3072	5.0000
0.25	628.3297	6.0000
0.20	701.6979	7.0000
0.15	774.4211	8.0000
0.10	845.4530	10.0000
0.05	913.7020	11.0000
0.00	977.9873	14.0000
