c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.8292	1.0000
0.90	361.8327	1.0000
0.85	566.6863	1.0000
0.80	791.9339	1.0000
0.75	1042.5096	1.0000
0.70	1325.5706	1.0000
0.65	1652.3108	1.0000
0.60	2042.3221	1.0000
0.55	2537.6198	1.0000
0.50	3296.4726	1.0000
0.45	4709.5008	1.0000
0.40	6386.1121	1.0000
0.35	8168.0456	1.0000
0.30	10013.2458	1.0000
0.25	11902.1466	1.0000
0.20	13823.5529	1.0000
0.15	15770.2864	1.0000
0.10	17737.4292	1.0000
0.05	19721.4201	1.0000
0.00	21719.5947	1.0000
