c	F_rep (kT)
1.00	0.0000	4.0000
0.95	8.5881	4.0000
0.90	17.3951	4.0000
0.85	26.4267	4.0000
0.80	35.6881	4.0000
0.75	45.1841	4.0000
0.70	54.9190	4.0000
0.65	64.8967	4.0000
0.60	74.9113	5.0000
0.55	85.0545	5.0000
0.50	95.4392	5.0000
0.45	106.0665	5.0000
0.40	116.9367	5.0000
0.35	128.0491	5.0000
0.30	139.4025	5.0000
0.25	150.9951	5.0000
0.20	162.6155	6.0000
0.15	174.2842	6.0000
0.10	186.1747	6.0000
0.05	198.2832	6.0000
0.00	210.6052	6.0000
