c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.1080	20.0000
0.90	0.2161	20.0000
0.85	0.3241	20.0000
0.80	0.4322	20.0000
0.75	0.5403	20.0000
0.70	0.6484	20.0000
0.65	0.7565	20.0000
0.60	0.8646	20.0000
0.55	0.9728	20.0000
0.50	1.0809	20.0000
0.45	1.1891	20.0000
0.40	1.2972	20.0000
0.35	1.4054	20.0000
0.30	1.5136	20.0000
0.25	1.6218	20.0000
0.20	1.7300	20.0000
0.15	1.8383	20.0000
0.10	1.9465	20.0000
0.05	2.0548	20.0000
0.00	2.1631	20.0000
