c	F_rep (kT)
1.00	0.0000	19.0000
0.95	0.3208	19.0000
0.90	0.6425	19.0000
0.85	0.9472	20.0000
0.80	1.2415	20.0000
0.75	1.5365	20.0000
0.70	1.8324	20.0000
0.65	2.1290	20.0000
0.60	2.4264	20.0000
0.55	2.7247	20.0000
0.50	3.0238	20.0000
0.45	3.3237	20.0000
0.40	3.6244	20.0000
0.35	3.9260	20.0000
0.30	4.2284	20.0000
0.25	4.5317	20.0000
0.20	4.8358	20.0000
0.15	5.1407	20.0000
0.10	5.4465	20.0000
0.05	5.7532	20.0000
0.00	6.0608	20.0000
