c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.3009	1.0000
0.90	40.1778	1.0000
0.85	62.9273	1.0000
0.80	87.9395	1.0000
0.75	115.7663	1.0000
0.70	147.1933	1.0000
0.65	183.4552	1.0000
0.60	226.6974	1.0000
0.55	281.4630	1.0000
0.50	362.4960	1.0000
0.45	496.2505	1.0000
0.40	656.2715	1.0000
0.35	827.8096	1.0000
0.30	1006.3322	1.0000
0.25	1189.6929	1.0000
0.20	1376.6589	1.0000
0.15	1566.4327	1.0000
0.10	1758.4647	1.0000
0.05	1952.3279	1.0000
0.00	2147.7865	1.0000
