c	F_rep (kT)
1.00	0.0000	1.0000
0.95	18.7426	1.0000
0.90	38.9225	1.0000
0.85	60.7814	1.0000
0.80	84.6258	1.0000
0.75	110.8523	1.0000
0.70	139.9808	1.0000
0.65	172.6986	1.0000
0.60	209.9008	1.0000
0.55	252.6675	1.0000
0.50	302.0292	1.0000
0.45	358.4439	1.0000
0.40	421.4615	1.0000
0.35	490.0570	1.0000
0.30	563.1523	1.0000
0.25	639.8529	1.0000
0.20	717.9070	2.0000
0.15	797.7560	2.0000
0.10	879.5534	2.0000
0.05	962.4597	3.0000
0.00	1045.0203	3.0000
