c	F_rep (kT)
1.00	0.0000	1.0000
0.95	15.4112	1.0000
0.90	31.6453	1.0000
0.85	48.7743	1.0000
0.80	66.8750	1.0000
0.75	86.0271	1.0000
0.70	106.3110	1.0000
0.65	127.8035	1.0000
0.60	150.0178	2.0000
0.55	173.4802	2.0000
0.50	198.2743	2.0000
0.45	224.4127	2.0000
0.40	251.8844	2.0000
0.35	280.6558	2.0000
0.30	310.6747	2.0000
0.25	341.8754	2.0000
0.20	374.1839	2.0000
0.15	407.5229	2.0000
0.10	440.9289	3.0000
0.05	475.1354	3.0000
0.00	510.1292	3.0000
