c	F_rep (kT)
1.00	0.0000	3.0000
0.95	13.7087	3.0000
0.90	28.0900	3.0000
0.85	43.1964	3.0000
0.80	59.0829	3.0000
0.75	75.5664	4.0000
0.70	92.6518	4.0000
0.65	110.6512	4.0000
0.60	129.6107	4.0000
0.55	149.5676	4.0000
0.50	170.5482	4.0000
0.45	192.2339	5.0000
0.40	214.5499	5.0000
0.35	237.8496	5.0000
0.30	262.1061	5.0000
0.25	286.6867	6.0000
0.20	311.8821	6.0000
0.15	337.8815	6.0000
0.10	363.7944	7.0000
0.05	390.3327	7.0000
0.00	416.8701	8.0000
