c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.6651	1.0000
0.90	361.4616	1.0000
0.85	566.0405	1.0000
0.80	790.9279	1.0000
0.75	1040.9948	1.0000
0.70	1323.3001	1.0000
0.65	1648.8040	1.0000
0.60	2036.4023	1.0000
0.55	2525.2105	1.0000
0.50	3234.2006	1.0000
0.45	4370.6965	1.0000
0.40	5737.1844	1.0000
0.35	7205.2409	2.0000
0.30	8706.3529	2.0000
0.25	10224.9753	3.0000
0.20	11731.9365	4.0000
0.15	13187.9171	6.0000
0.10	14567.7192	9.0000
0.05	15831.1124	12.0000
0.00	16934.6525	16.0000
