c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.7793	1.0000
0.90	361.7115	1.0000
0.85	566.4733	1.0000
0.80	791.6047	1.0000
0.75	1042.0097	1.0000
0.70	1324.8162	1.0000
0.65	1651.1330	1.0000
0.60	2040.3012	1.0000
0.55	2533.1425	1.0000
0.50	3262.3462	1.0000
0.45	4465.7350	1.0000
0.40	5905.4877	1.0000
0.35	7448.9284	1.0000
0.30	9055.2066	1.0000
0.25	10705.0011	1.0000
0.20	12387.2077	1.0000
0.15	14094.6760	1.0000
0.10	15822.5153	1.0000
0.05	17567.1607	1.0000
0.00	19325.9808	1.0000
