c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.0148	20.0000
0.90	0.0297	20.0000
0.85	0.0445	20.0000
0.80	0.0594	20.0000
0.75	0.0742	20.0000
0.70	0.0891	20.0000
0.65	0.1039	20.0000
0.60	0.1188	20.0000
0.55	0.1336	20.0000
0.50	0.1485	20.0000
0.45	0.1634	20.0000
0.40	0.1782	20.0000
0.35	0.1931	20.0000
0.30	0.2079	20.0000
0.25	0.2228	20.0000
0.20	0.2377	20.0000
0.15	0.2526	20.0000
0.10	0.2674	20.0000
0.05	0.2823	20.0000
0.00	0.2972	20.0000
