c	F_rep (kT)
1.00	0.0000	4.0000
0.95	108.7738	5.0000
0.90	222.0264	5.0000
0.85	340.5011	5.0000
0.80	464.5523	5.0000
0.75	594.5400	5.0000
0.70	730.8201	5.0000
0.65	870.5377	6.0000
0.60	1015.2114	6.0000
0.55	1166.7907	6.0000
0.50	1325.4621	6.0000
0.45	1487.4065	7.0000
0.40	1654.2266	7.0000
0.35	1827.9585	7.0000
0.30	2003.6711	8.0000
0.25	2183.7964	8.0000
0.20	2367.6295	9.0000
0.15	2552.4376	9.0000
0.10	2740.1950	10.0000
0.05	2927.9439	10.0000
0.00	3115.9593	11.0000
