c	F_rep (kT)
1.00	0.0000	6.0000
0.95	66.2664	6.0000
0.90	134.0798	6.0000
0.85	203.4767	6.0000
0.80	274.4920	6.0000
0.75	347.1579	6.0000
0.70	421.5041	6.0000
0.65	497.0046	7.0000
0.60	572.0153	7.0000
0.55	648.7048	7.0000
0.50	727.0877	7.0000
0.45	807.1748	7.0000
0.40	888.9727	7.0000
0.35	972.4837	7.0000
0.30	1054.9887	8.0000
0.25	1138.6817	8.0000
0.20	1224.0029	8.0000
0.15	1310.9399	8.0000
0.10	1399.4773	8.0000
0.05	1486.6265	9.0000
0.00	1574.7799	9.0000
