c	F_rep (kT)
1.00	0.0000	19.0000
0.95	3.4867	19.0000
0.90	6.9851	19.0000
0.85	10.4953	19.0000
0.80	14.0173	19.0000
0.75	17.5512	19.0000
0.70	20.9260	20.0000
0.65	24.1625	20.0000
0.60	27.4096	20.0000
0.55	30.6674	20.0000
0.50	33.9360	20.0000
0.45	37.2155	20.0000
0.40	40.5058	20.0000
0.35	43.8072	20.0000
0.30	47.1197	20.0000
0.25	50.4433	20.0000
0.20	53.7782	20.0000
0.15	57.1244	20.0000
0.10	60.4820	20.0000
0.05	63.8511	20.0000
0.00	67.2318	20.0000
