c	F_rep (kT)
1.00	0.0000	19.0000
0.95	2.1906	19.0000
0.90	4.3857	19.0000
0.85	6.5854	19.0000
0.80	8.7897	19.0000
0.75	10.9985	19.0000
0.70	13.2120	19.0000
0.65	15.4301	19.0000
0.60	17.6528	19.0000
0.55	19.8243	20.0000
0.50	21.8554	20.0000
0.45	23.8907	20.0000
0.40	25.9301	20.0000
0.35	27.9736	20.0000
0.30	30.0213	20.0000
0.25	32.0732	20.0000
0.20	34.1293	20.0000
0.15	36.1896	20.0000
0.10	38.2541	20.0000
0.05	40.3229	20.0000
0.00	42.3960	20.0000
