c	F_rep (kT)
1.00	0.0000	4.0000
0.95	78.4667	4.0000
0.90	158.9631	4.0000
0.85	241.5418	4.0000
0.80	326.2519	4.0000
0.75	413.1387	4.0000
0.70	502.2429	4.0000
0.65	593.5997	4.0000
0.60	687.2384	4.0000
0.55	783.1817	4.0000
0.50	881.4453	4.0000
0.45	982.0375	4.0000
0.40	1082.9165	5.0000
0.35	1184.8829	5.0000
0.30	1289.0825	5.0000
0.25	1395.4958	5.0000
0.20	1504.0970	5.0000
0.15	1614.8548	5.0000
0.10	1727.7328	5.0000
0.05	1841.9406	6.0000
0.00	1955.1663	6.0000
