c	F_rep (kT)
1.00	0.0000	2.0000
0.95	17.6605	2.0000
0.90	36.2204	3.0000
0.85	56.0878	3.0000
0.80	77.6509	3.0000
0.75	101.2224	3.0000
0.70	127.2042	3.0000
0.65	156.1174	3.0000
0.60	188.4653	4.0000
0.55	224.1846	4.0000
0.50	264.9239	4.0000
0.45	310.2286	5.0000
0.40	359.8849	5.0000
0.35	412.1744	6.0000
0.30	466.5639	7.0000
0.25	521.9141	8.0000
0.20	577.0772	10.0000
0.15	631.1886	11.0000
0.10	683.6005	13.0000
0.05	733.4506	15.0000
0.00	779.8906	17.0000
