c	F_rep (kT)
1.00	0.0000	1.0000
0.95	19.2684	1.0000
0.90	40.1001	1.0000
0.85	62.7867	1.0000
0.80	87.7154	1.0000
0.75	115.4186	1.0000
0.70	146.6639	1.0000
0.65	182.6307	1.0000
0.60	225.3100	1.0000
0.55	278.5937	1.0000
0.50	351.5118	1.0000
0.45	453.9535	1.0000
0.40	576.3222	1.0000
0.35	709.6171	1.0000
0.30	847.5175	2.0000
0.25	988.7775	2.0000
0.20	1130.8890	3.0000
0.15	1272.4644	4.0000
0.10	1411.5550	5.0000
0.05	1545.3217	7.0000
0.00	1671.7466	10.0000
