c	F_rep (kT)
1.00	0.0000	1.0000
0.95	173.7785	1.0000
0.90	361.7113	1.0000
0.85	566.4680	1.0000
0.80	791.5948	1.0000
0.75	1042.0002	1.0000
0.70	1324.7987	1.0000
0.65	1651.1181	1.0000
0.60	2040.2771	1.0000
0.55	2533.0902	1.0000
0.50	3262.1102	1.0000
0.45	4464.5174	1.0000
0.40	5903.1248	1.0000
0.35	7445.4071	1.0000
0.30	9050.5339	1.0000
0.25	10699.1798	1.0000
0.20	12380.2430	1.0000
0.15	14086.5880	1.0000
0.10	15813.3005	1.0000
0.05	17556.8135	1.0000
0.00	19314.4899	1.0000
