c	F_rep (kT)
1.00	0.0000	2.0000
0.95	16.5408	2.0000
0.90	33.8269	3.0000
0.85	52.1024	3.0000
0.80	71.6908	3.0000
0.75	92.7642	3.0000
0.70	115.5171	3.0000
0.65	140.1619	3.0000
0.60	166.9171	3.0000
0.55	195.6653	4.0000
0.50	226.2177	4.0000
0.45	259.2155	4.0000
0.40	294.6334	4.0000
0.35	331.2195	5.0000
0.30	369.7956	5.0000
0.25	409.3565	6.0000
0.20	450.1262	6.0000
0.15	491.0435	7.0000
0.10	532.4199	8.0000
0.05	573.7830	9.0000
0.00	614.7501	10.0000
