c	F_rep (kT)
1.00	0.0000	12.0000
0.95	6.2489	12.0000
0.90	12.6971	12.0000
0.85	19.3559	12.0000
0.80	25.9755	13.0000
0.75	32.7038	13.0000
0.70	39.6621	13.0000
0.65	46.6628	14.0000
0.60	53.6867	14.0000
0.55	60.9586	14.0000
0.50	68.1688	15.0000
0.45	75.4933	15.0000
0.40	82.9647	16.0000
0.35	90.3167	16.0000
0.30	97.9266	17.0000
0.25	105.2745	17.0000
0.20	112.8804	17.0000
0.15	120.2073	18.0000
0.10	127.7304	19.0000
0.05	134.9509	19.0000
0.00	142.2514	20.0000
