c	F_rep (kT)
1.00	0.0000	3.0000
0.95	16.8590	3.0000
0.90	34.9230	3.0000
0.85	54.3779	3.0000
0.80	75.2037	4.0000
0.75	97.4874	4.0000
0.70	121.9767	4.0000
0.65	149.1368	4.0000
0.60	179.4473	5.0000
0.55	212.6546	5.0000
0.50	250.4509	5.0000
0.45	291.5920	6.0000
0.40	336.3183	7.0000
0.35	383.4464	8.0000
0.30	431.9244	9.0000
0.25	480.6371	11.0000
0.20	528.5862	12.0000
0.15	575.1308	14.0000
0.10	619.4529	16.0000
0.05	660.7326	18.0000
0.00	698.3156	20.0000
