c	F_rep (kT)
1.00	0.0000	20.0000
0.95	0.7412	20.0000
0.90	1.4829	20.0000
0.85	2.2252	20.0000
0.80	2.9681	20.0000
0.75	3.7116	20.0000
0.70	4.4556	20.0000
0.65	5.2003	20.0000
0.60	5.9455	20.0000
0.55	6.6913	20.0000
0.50	7.4377	20.0000
0.45	8.1847	20.0000
0.40	8.9322	20.0000
0.35	9.6804	20.0000
0.30	10.4291	20.0000
0.25	11.1784	20.0000
0.20	11.9284	20.0000
0.15	12.6789	20.0000
0.10	13.4300	20.0000
0.05	14.1817	20.0000
0.00	14.9340	20.0000
